DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2001-0598-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000arq9,,CHN,China,Eastern Asia,Asia,"Yongsheng area (Lijiang district, Yunnan Sheng province)",,,No,No,No,,5.6,Moment Magnitude,26.316,100.648,,2001,10,27,2001,10,27,1,220,,17000,17220,,,,,,,58.11147437,"[{""adm2_code"":13315,""adm2_name"":""Lijiang""}]",2003-09-05,2023-09-25
2001-0669-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a9kc,,IDN,Indonesia,South-eastern Asia,Asia,Bengkulu province,,,No,No,No,,7.4,Moment Magnitude,-4.68,102.562,,2001,2,13,2001,2,13,,,,,,,,,,,,58.11147437,"[{""adm1_code"":1514,""adm1_name"":""Bengkulu""}]",2008-05-08,2023-09-25
2001-0748-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000ajbh,,TUR,Türkiye,Western Asia,Asia,Erzurum province,,,No,No,No,,5.4,Moment Magnitude,39.832,41.623,,2001,7,10,2001,7,10,,46,85,,131,,,,,,,58.11147437,"[{""adm1_code"":3046,""adm1_name"":""Erzurum""}]",2008-05-08,2023-09-25
2001-0749-GRC,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000ak5s,,GRC,Greece,Southern Europe,Europe,"Skyros Island (Evvoias district, Sterea Ellada province)",,,No,No,No,,6.5,Moment Magnitude,39.059,24.244,,2001,7,26,2001,7,26,,,300,,300,,,,,,,58.11147437,"[{""adm2_code"":16716,""adm2_name"":""Evvoias""}]",2014-02-25,2023-09-25
2001-0750-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000aqec,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Birjand district (Khorasan province),,,No,No,No,,4.9,Moment Magnitude,33.007,60.276,,2001,10,8,2001,10,8,,,1000,,1000,,,,,,,58.11147437,"[{""adm2_code"":40909,""adm2_name"":""Birjand""}]",2008-05-08,2023-09-25
2001-0751-PER,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000atz4,,PER,Peru,Latin America and the Caribbean,Americas,"Pucuncho city (Cayarani municipality, Condesuyos district, Arequipa province) ; Chuquibamba municipality (Condesuyos district, Arequipa province)",,,No,No,No,,5.8,Moment Magnitude,-15.35,-72.516,,2001,12,4,2001,12,4,2,5,150,,155,,,,,,,58.11147437,"[{""adm2_code"":24044,""adm2_name"":""Condesuyos""}]",2014-02-27,2023-09-25
2001-0754-PER,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000am2s,,PER,Peru,Latin America and the Caribbean,Americas,Antambaba district (Apurcmac province),,,No,No,No,,5.8,Moment Magnitude,-14.258,-72.683,,2001,8,9,2001,8,9,4,15,3950,,3965,,,,,,,58.11147437,"[{""adm2_code"":24034,""adm2_name"":""Antabamba""}]",2008-05-08,2023-09-25
2002-0002-VUT,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000avpw,,VUT,Vanuatu,Melanesia,Oceania,Port Vila city (Shefa province),,"Slide (land, mud, snow, rock)",No,No,No,,7.2,Moment Magnitude,-17.6,167.856,,2002,1,3,2002,1,3,,,500,,500,,,,,,,59.03314408,"[{""adm2_code"":31853,""adm2_name"":""Administrative unit not available""}]",2004-03-24,2023-09-25
2002-0015-TJK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000aw3f,,TJK,Tajikistan,Central Asia,Asia,"Taghi Akbar, Talkhan Chashma, Passimokhroukho areas (Rogunsky district, Tadzhikistan Territories province)",,,No,No,No,30,5.3,Moment Magnitude,38.673,69.902,,2002,1,9,2002,1,9,3,50,1000,,1050,,,,,,,59.03314408,"[{""adm2_code"":37625,""adm2_name"":""Rogunsky""}]",2005-04-19,2023-09-25
2002-0042-RWA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000awns,,RWA,Rwanda,Sub-Saharan Africa,Africa,"Gisenyi city (Rubavu district, West/Iburengerazuba province)",,,No,No,No,,4.7,Moment Magnitude,-1.684,29.077,,2002,1,17,2002,1,17,45,108,1535,,1643,,,,,,,59.03314408,"[{""adm2_code"":21998,""adm2_name"":""Rubavu""}]",2007-11-06,2023-09-25
2002-0065-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000axp7,,TUR,Türkiye,Western Asia,Asia,Bolvadin district (Afyon province),,,No,No,No,1982,6.5,Moment Magnitude,38.573,31.271,,2002,2,3,2002,2,3,42,327,222000,30000,252327,,,,,95000,160927,59.03314408,"[{""adm2_code"":27472,""adm2_name"":""Bolvadin""}]",2005-04-19,2023-09-25
2002-0070-PNG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000aw5z,,PNG,Papua New Guinea,Melanesia,Oceania,Aitape district (West Sepik province),,,No,No,No,,6.7,Moment Magnitude,-3.212,142.427,,2002,1,10,2002,1,10,1,,,1000,1000,,,,,,,59.03314408,"[{""adm2_code"":37557,""adm2_name"":""Aitape""}]",2003-09-04,2023-09-25
2002-0107-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000ayn7,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Dashty district (Bushehr province),,,No,No,No,,5.4,Moment Magnitude,28.093,51.755,,2002,2,17,2002,2,17,1,30,750,,780,,,,,,,59.03314408,"[{""adm2_code"":40928,""adm2_name"":""Dashty""}]",2014-03-07,2023-09-25
2002-0122-AFG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000azhb,,AFG,Afghanistan,Southern Asia,Asia,"Hindu Kush montain (Wakhan district, Badakhshan province), Souchi Bala Payan, Yawan villages (Yawan district, Badakhshan province), Souch village (Jorm district, Badakhshan province), Jurm, Malang Ab villages (Baharak district, Badakhshan province), Rostaq district (Takhar province), Kabul district (Kabul province), Khuram Wa Sarbagh, Aybak districts (Samagan province)",,"Slide (land, mud, snow, rock)",No,No,No,,6.3,Moment Magnitude,36.429,70.438,,2002,3,3,2002,3,3,150,13,3500,,3513,,,,,,,59.03314408,"[{""adm2_code"":3456,""adm2_name"":""Wakhan""},{""adm2_code"":99997,""adm2_name"":""Yawan""},{""adm2_code"":100013,""adm2_name"":""Baharak""},{""adm2_code"":100015,""adm2_name"":""Jorm""},{""adm2_code"":3585,""adm2_name"":""Kabul""},{""adm2_code"":3724,""adm2_name"":""Aybak""},{""adm2_code"":3727,""adm2_name"":""Khuram Wa Sarbagh""},{""adm2_code"":3743,""adm2_name"":""Rostaq""}]",2014-02-28,2023-09-25
2002-0122-PAK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000azhb,,PAK,Pakistan,Southern Asia,Asia,Bajaur Agency district (Federally Administered Tribal Areas province),,,No,No,No,,6.3,Moment Magnitude,36.429,70.438,,2002,3,3,2002,3,3,3,,,,,,,,,,,59.03314408,"[{""adm2_code"":23631,""adm2_name"":""Bajaur Agency""}]",2014-02-28,2023-09-25
2002-0122-TJK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000azhb,,TJK,Tajikistan,Central Asia,Asia,Badakhshoni Kuni province,,,No,No,No,,6.3,Moment Magnitude,36.429,70.438,,2002,3,3,2002,3,3,,,,500,500,,,,,,,59.03314408,"[{""adm1_code"":2847,""adm1_name"":""Badakhshoni Kuni""}]",2014-02-28,2023-09-25
2002-0129-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000azqw,,PHL,Philippines,South-eastern Asia,Asia,"General Santos city (South Cotabato district, Region XII (Soccsksargen) province), Kiamba area (Saranggani district, Region XII (Soccsksargen) province)",,Tsunami/Tidal wave,No,No,No,,7.5,Moment Magnitude,6.033,124.249,,2002,3,5,2002,3,5,15,100,73351,,73451,,,,,1714,2903,59.03314408,"[{""adm2_code"":24270,""adm2_name"":""Saranggani""},{""adm2_code"":24271,""adm2_name"":""South Cotabato""}]",2003-09-04,2023-09-25
2002-0172-TWN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000b1e2,,TWN,Taiwan (Province of China),Eastern Asia,Asia,"Hualien area (Name Unknown district, Taiwan Sheng province)",,"Slide (land, mud, snow, rock)|Tsunami/Tidal wave",No,No,No,,7.1,Moment Magnitude,24.279,122.179,,2002,3,31,2002,3,31,4,200,300,,500,,,10000,16940,25000,42349,59.03314408,"[{""adm2_code"":13277,""adm2_name"":""Name Unknown""}]",2003-09-03,2023-09-25
2002-0175-AFG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000b10y,,AFG,Afghanistan,Southern Asia,Asia,Nahrin district (Baghlan province),,"Slide (land, mud, snow, rock)",Yes,No,No,6538,6.1,Moment Magnitude,36.062,69.315,,2002,3,25,2002,3,25,1000,1228,80000,10000,91228,,,,,,,59.03314408,"[{""adm2_code"":99984,""adm2_name"":""Nahrin""}]",2008-01-03,2023-09-25
2002-0208-AFG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000b283,,AFG,Afghanistan,Southern Asia,Asia,"Dawabi, Khojakeder villages (Nahrin district, Baghlan province)",,"Slide (land, mud, snow, rock)",No,No,No,,5.9,Moment Magnitude,35.959,69.417,,2002,4,12,2002,4,12,50,150,6000,,6150,,,,,,,59.03314408,"[{""adm2_code"":99984,""adm2_name"":""Nahrin""}]",2003-09-03,2023-09-25
2002-0234-SCG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000b324,,SCG,Serbia Montenegro,Southern Europe,Europe,Gnjilane town (Kosovsko-pomoravski Province) (Serbia),,,No,No,No,,5.7,Moment Magnitude,42.436,21.466,,2002,4,24,2002,4,24,1,100,,,100,,,,,,,59.03314408,"[{""adm2_code"":47633,""adm2_name"":""Administrative unit not available""}]",2003-09-03,2023-09-25
2002-0246-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000b33c,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Behabad village (Sonqor district, Kermanshah province) Dinvar village (Sahneh district, Kermanshah province)",,,No,No,No,,5.4,Moment Magnitude,34.642,47.4,,2002,4,24,2002,4,24,2,56,20000,,20056,,,,,,,59.03314408,"[{""adm2_code"":41082,""adm2_name"":""Sahneh""},{""adm2_code"":41119,""adm2_name"":""Sonqor""}]",2014-03-07,2023-09-25
2002-0247-GEO,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000b35x,,GEO,Georgia,Western Asia,Asia,Tbilissi district (Tbilisi province),,"Slide (land, mud, snow, rock)",Yes,Yes,No,3376,4.8,Moment Magnitude,41.765,44.96,,2002,4,25,2002,4,25,6,70,18000,1086,19156,,,,,350000,592887,59.03314408,"[{""adm2_code"":16525,""adm2_name"":""Tbilissi""}]",2005-04-19,2023-09-25
2002-0368-ARG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000b53c,,ARG,Argentina,Latin America and the Caribbean,Americas,"Aminga, Anillaco, Agua Blanca, Chuquis towns (Castro Barros district, La Rioja Provinve)",,"Slide (land, mud, snow, rock)",No,No,No,,6,Moment Magnitude,-28.937,-66.797,,2002,5,28,2002,5,28,,27,500,200,727,,,,,,,59.03314408,"[{""adm2_code"":4685,""adm2_name"":""Castro Barros""}]",2003-09-03,2023-09-25
2002-0378-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000b6pk,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Ab Garm, Buin Zahra, Avaj villages (Bueinzahra district, Ghazvin province), Shirin Su area (Kabudarahang district, Hamedan province), Razan district (Hamedan province), Abhar, Khodabandeh districts (Zanjan province)",,,Yes,Yes,No,4244,6.5,Moment Magnitude,35.626,49.047,,2002,6,22,2002,6,22,227,1300,110000,,111300,,,,,300000,508189,59.03314408,"[{""adm2_code"":40984,""adm2_name"":""Kabudarahang""},{""adm2_code"":41074,""adm2_name"":""Razan""},{""adm2_code"":40863,""adm2_name"":""Abhar""},{""adm2_code"":40998,""adm2_name"":""Khodabandeh""},{""adm2_code"":40915,""adm2_name"":""Bueinzahra""}]",2014-03-12,2023-09-25
2002-0512-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000b9xr,,IDN,Indonesia,South-eastern Asia,Asia,Poso district (Sulawesi Tengah province),,,No,No,No,,6.2,Moment Magnitude,-1.196,121.333,,2002,8,15,2002,8,15,,48,2500,,2548,,,,,,,59.03314408,"[{""adm2_code"":73830,""adm2_name"":""Poso""}]",2003-09-03,2023-09-25
2002-0545-EGY,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000baje,,EGY,Egypt,Northern Africa,Africa,Cairo province,,,No,No,No,,4.4,Moment Magnitude,30.2,31.41,,2002,8,24,2002,8,24,,,250,,250,,,,,,,59.03314408,"[{""adm1_code"":61515,""adm1_name"":""Cairo""}]",2003-07-01,2023-09-25
2002-0577-PNG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bbpf,,PNG,Papua New Guinea,Melanesia,Oceania,Wewak district (East Sepik province),,Tsunami/Tidal wave,No,No,No,53,7.6,Moment Magnitude,-3.302,142.945,,2002,9,8,2002,9,8,4,70,4400,,4470,,,,,,,59.03314408,"[{""adm2_code"":37488,""adm2_name"":""Wewak""}]",2005-04-19,2023-09-25
2002-0584-IND,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bc65,,IND,India,Southern Asia,Asia,Andaman Islands district (Andaman and Nicobar province),,Tsunami/Tidal wave,No,No,No,,6.5,Moment Magnitude,13.036,93.068,,2002,9,13,2002,9,13,2,,,200,200,,,,,,,59.03314408,"[{""adm2_code"":17545,""adm2_name"":""Andaman Islands""}]",2005-06-27,2023-09-25
2002-0643-IDN,No,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,USGS:usp000be54,,IDN,Indonesia,South-eastern Asia,Asia,"Manokwari, Ransiki, Oransbari, Prafi, Anggi, Warmare villages (Manokwari district, Papua Barat province), Bintuni village (Telukbintuni district, Papua Barat province), Windesi, Wasior villages (Telukwondama district, Papua Barat province)",,"Slide (land, mud, snow, rock)|Tsunami/Tidal wave",No,No,No,148,7.6,Moment Magnitude,-1.757,134.297,,2002,10,10,2002,10,10,8,632,8450,,9082,,,,,,,59.03314408,"[{""adm2_code"":73790,""adm2_name"":""Manokwari""},{""adm2_code"":73869,""adm2_name"":""Telukbintuni""},{""adm2_code"":73870,""adm2_name"":""Telukwondama""}]",2005-04-19,2023-09-25
2002-0654-TZA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000b4j1,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Bunda district (Mara province),,,No,No,No,,5.5,Moment Magnitude,-2.907,33.733,,2002,5,18,2002,5,18,2,,,2000,2000,,,,,,,59.03314408,"[{""adm2_code"":48430,""adm2_name"":""Bunda""}]",2003-07-01,2023-09-25
2002-0655-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000b9h8,,CHN,China,Eastern Asia,Asia,"Rulong village (Xinlong Xian area, Garze Tibetan district, Sichuan Sheng province)",,,No,No,No,,5.3,Moment Magnitude,30.916,99.927,,2002,8,8,2002,8,8,,,330,48,378,,,,,,,59.03314408,"[{""adm2_code"":13271,""adm2_name"":""Garzê Tibetan""}]",2014-03-11,2023-09-25
2002-0680-ITA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bfkj,,ITA,Italy,Southern Europe,Europe,"Zafferana Etnea, Giarre, Santa Venerina towns (Catania Province, Sicilia Region)",,,No,No,No,,4.3,Moment Magnitude,37.67,15.267,,2002,10,29,2002,10,29,,9,,1000,1009,,,,,,,59.03314408,"[{""adm2_code"":18392,""adm2_name"":""Catania""}]",2003-09-02,2023-09-25
2002-0690-ITA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bfqg,,ITA,Italy,Southern Europe,Europe,"San Guliano di Puglia town (Campobasso province, Molise region)",,"Slide (land, mud, snow, rock)",No,No,No,,5.9,Moment Magnitude,41.789,14.872,,2002,10,31,2002,10,31,30,33,,8500,8533,,,,,796000,1348395,59.03314408,"[{""adm2_code"":18371,""adm2_name"":""Campobasso""}]",2003-09-02,2023-09-25
2002-0692-PAK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bfug,,PAK,Pakistan,Southern Asia,Asia,Administrative unit not available district (Jammu and Kashmir province),,"Slide (land, mud, snow, rock)",No,No,No,,5.4,Moment Magnitude,35.517,74.654,,2002,11,2,2002,11,2,17,65,11000,4000,15065,,,,,,,59.03314408,"[{""adm2_code"":40418,""adm2_name"":""Administrative unit not available""}]",2003-09-02,2023-09-25
2002-0721-PAK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bj2e,,PAK,Pakistan,Southern Asia,Asia,Administrative unit not available district (Jammu and Kashmir province),,"Slide (land, mud, snow, rock)",No,No,No,304,6.3,Moment Magnitude,35.414,74.515,,2002,11,20,2002,11,20,19,40,140742,,140782,,,,,,,59.03314408,"[{""adm2_code"":40418,""adm2_name"":""Administrative unit not available""}]",2005-04-19,2023-09-25
2002-0757-GRC,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bjwy,,GRC,Greece,Southern Europe,Europe,"Vartholomio city (Ileias district, Dytiki Ellada province)",,,No,No,No,,5.7,Moment Magnitude,37.747,21.087,,2002,12,2,2002,12,2,,17,150,,167,,,,,,,59.03314408,"[{""adm2_code"":16683,""adm2_name"":""Ileias""}]",2005-06-27,2023-09-25
2002-0770-VUT,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bjhn,,VUT,Vanuatu,Melanesia,Oceania,Merelava island (Torba province),,"Slide (land, mud, snow, rock)",No,No,No,,5.9,Moment Magnitude,-14.49,167.827,,2002,11,27,2002,11,27,,3,500,,503,,,,,,,59.03314408,"[{""adm2_code"":31855,""adm2_name"":""Administrative unit not available""}]",2003-07-01,2023-09-25
2002-0804-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bmbe,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Kermanshah province,,,No,No,No,,5.2,Moment Magnitude,34.594,47.454,,2002,12,24,2002,12,24,,15,15000,,15015,,,,,,,59.03314408,"[{""adm1_code"":1539,""adm1_name"":""Kermanshah""}]",2014-04-04,2023-09-25
2002-0820-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bcqu,,IDN,Indonesia,South-eastern Asia,Asia,"Ransiki village (Manokwari district, Papua Barat province)",,,No,No,No,,6.4,Moment Magnitude,-1.68,134.234,,2002,9,20,2002,9,20,,,155,,155,,,,,,,59.03314408,"[{""adm2_code"":73790,""adm2_name"":""Manokwari""}]",2003-07-01,2023-09-25
2002-0821-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bd44,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Masjed-e soleiman district (Khuzestan province),,,No,No,No,,5.6,Moment Magnitude,31.995,49.329,,2002,9,25,2002,9,25,,5,,,5,,,,,,,59.03314408,"[{""adm2_code"":41032,""adm2_name"":""Masjed-e soleiman""}]",2014-03-07,2023-09-25
2002-0822-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bfuz,,IDN,Indonesia,South-eastern Asia,Asia,Simeulue district (Nangroe Aceh Darussalam province),,,No,No,No,,7.4,Moment Magnitude,2.824,96.085,,2002,11,2,2002,11,2,3,60,,,60,,,,,,,59.03314408,"[{""adm2_code"":73850,""adm2_name"":""Simeulue""}]",2003-07-01,2023-09-25
2002-0835-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bkpm,,CHN,China,Eastern Asia,Asia,"Yumen Shi (Jiuquan district, Gansu Sheng province)",,,No,No,No,,5.6,Moment Magnitude,39.736,97.443,,2002,12,14,2002,12,14,2,,65500,,65500,,,,,,,59.03314408,"[{""adm2_code"":13019,""adm2_name"":""Jiuquan""}]",2003-09-02,2023-09-25
2002-0882-ITA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bbb2,,ITA,Italy,Southern Europe,Europe,Palermo Province (Sicilia Region),,,No,No,No,,6,Moment Magnitude,38.381,13.701,,2002,9,6,2002,9,6,2,,,,,,,,,500000,846982,59.03314408,"[{""adm2_code"":18395,""adm2_name"":""Palermo""}]",2008-05-08,2023-09-25
2003-0039-MEX,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bnyr,,MEX,Mexico,Latin America and the Caribbean,Americas,"Colima, Armeria, Coquimatlan, Ixtlahuacan, Cuahutemoc, Villa de Alvarez, Manzanillo, Minatitlan, Tecoman districts (Colima province), Zapotitlan de Vadillo, Toliman, Tonila, Pihuamo districts (Jalisco province)",,"Slide (land, mud, snow, rock)",Yes,No,Yes,229,7.6,Moment Magnitude,18.77,-104.104,,2003,1,22,2003,1,22,29,1073,177530,,178603,,,25000,41409,116300,192635,60.37325107,"[{""adm2_code"":19812,""adm2_name"":""Armeria""},{""adm2_code"":19813,""adm2_name"":""Colima""},{""adm2_code"":19815,""adm2_name"":""Coquimatlan""},{""adm2_code"":19816,""adm2_name"":""Cuauhtemoc""},{""adm2_code"":19817,""adm2_name"":""Ixtlahuacan""},{""adm2_code"":19818,""adm2_name"":""Manzanillo""},{""adm2_code"":19819,""adm2_name"":""Minatitlan""},{""adm2_code"":19820,""adm2_name"":""Tecoman""},{""adm2_code"":19821,""adm2_name"":""Villa De Alvarez""},{""adm2_code"":20151,""adm2_name"":""Pihuamo""},{""adm2_code"":20182,""adm2_name"":""Toliman""},{""adm2_code"":20186,""adm2_name"":""Tonila""},{""adm2_code"":20204,""adm2_name"":""Zapotitlan De Vadillo""}]",2005-04-13,2023-09-25
2003-0050-TUR,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bpa1,,TUR,Türkiye,Western Asia,Asia,Pulumur district (Tunceli province),,,No,No,No,,6.1,Moment Magnitude,39.5,39.878,,2003,1,27,2003,1,27,1,2,,,2,,,,,,,60.37325107,"[{""adm2_code"":28328,""adm2_name"":""Pulumur""}]",2004-01-14,2023-09-25
2003-0068-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bndp,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Nourabad area (Shiraz district, Fars province), Kazerun district (Fars province)",,,No,No,No,,5.2,Moment Magnitude,29.59,51.474,,2003,1,11,2003,1,11,,80,6750,3250,10080,,,,,,,60.37325107,"[{""adm2_code"":40993,""adm2_name"":""Kazerun""},{""adm2_code"":41111,""adm2_name"":""Shiraz""}]",2014-03-07,2023-09-25
2003-0069-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bp0u,,IDN,Indonesia,South-eastern Asia,Asia,Dompu district (Nusatenggara Barat province),,,No,No,No,,5.5,Moment Magnitude,-8.807,118.524,,2003,1,23,2003,1,23,,2,2500,,2502,,,,,,,60.37325107,"[{""adm2_code"":18144,""adm2_name"":""Dompu""}]",2004-01-14,2023-09-25
2003-0105-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000brbp,,CHN,China,Eastern Asia,Asia,"Payzawat village (Jiashi Xian area, Kashgar district, Xinjiang Uygur Zizhiqu province), Bachu Xian, Yuepuhu Xian, Yingjisha Xian, Maigaiti Xian, Shule Xian, Shufu Xian, Kashi Shi areas (Kashgar district, Xinjiang Uygur Zizhiqu province)",,,Yes,No,No,978,6.3,Moment Magnitude,39.61,77.23,,2003,2,24,2003,2,24,268,4000,510000,3000,517000,,,,,157000,260049,60.37325107,"[{""adm2_code"":13289,""adm2_name"":""Kashgar""}]",2005-04-13,2023-09-25
2003-0183-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000bvbg,,CHN,China,Eastern Asia,Asia,"Huaitoutalazhen village (Delingha Shi area, Haixi Mongol and Tibetan district, Qinghai Sheng province)",,,No,No,No,,6.4,Moment Magnitude,37.529,96.476,,2003,4,17,2003,4,17,,,3300,,3300,,,,,,,60.37325107,"[{""adm2_code"":13214,""adm2_name"":""Haixi Mongol and Tibetan""}]",2004-01-14,2023-09-25
